Player,Role,Amount,Team,Year,Player_Origin,Amount_Cr,Count,Repeated
Nikhil Shankar Naik,Wicket Keeper,3000000,Kings XI Punjab,2015,Indian,0.3,3,True
Nikhil Shankar Naik,Wicket Keeper,2000000,Kolkata Knight Riders,2019,Indian,0.2,3,True
Nikhil Shankar Naik,Wicket Keeper,2000000,Kolkata Knight Riders,2020,Indian,0.2,3,True
Nitish Rana,All-Rounder,1000000,Mumbai Indians,2015,Indian,0.1,3,True
Nitish Rana,All-Rounder,34000000,Kolkata Knight Riders,2018,Indian,3.4,3,True
Nitish Rana,All-Rounder,80000000,Kolkata Knight Riders,2022,Indian,8.0,3,True
Noor Ahmad,Bowler,3000000,Gujarat Titans,2022,Overseas,0.3,1,False
Obed Mccoy,Bowler,7500000,Rajasthan Royals,2022,Overseas,0.75,1,False
Odean Smith,All-Rounder,60000000,Punjab Kings,2022,Overseas,6.0,1,False
Oshane Thomas,Bowler,11000000,Rajasthan Royals,2019,Overseas,1.1,2,True
Oshane Thomas,Bowler,5000000,Rajasthan Royals,2020,Overseas,0.5,2,True
Pankaj Jaswal,All-Rounder,2000000,Mumbai Indians,2019,Overseas,0.2,1,False
Pankaj Singh,Bowler,11250000,Royal Challengers Bangalore,2013,Indian,1.125,1,False
Paras Dogra,Batsman,1000000,Gujarat Lions,2016,Indian,0.1,1,False
Pardeep Sahu,All-Rounder,1000000,Rajasthan Royals,2015,Indian,0.1,3,True
Pardeep Sahu,All-Rounder,1000000,Kings XI Punjab,2016,Indian,0.1,3,True
Pardeep Sahu,Bowler,2000000,Kings XI Punjab,2018,Indian,0.2,3,True
Parthiv Patel,Wicket Keeper,14000000,Royal Challengers Bangalore,2014,Indian,1.4,2,True
Parthiv Patel,Wicket Keeper,17000000,Royal Challengers Bangalore,2018,Indian,1.7,2,True
Parveez Rasool,All-Rounder,9500000,Sunrisers Hyderabad,2014,Indian,0.95,1,False
Parvinder Awana,Bowler,6500000,Kings XI Punjab,2014,Indian,0.65,1,False
Pat Cummins,Bowler,54000000,Mumbai Indians,2018,Overseas,5.4,5,True
Pat Cummins,All-Rounder,155000000,Kolkata Knight Riders,2020,Overseas,15.5,5,True
Pat Cummins,All-Rounder,72500000,Kolkata Knight Riders,2022,Overseas,7.25,5,True
Pat Cummins,Bowler,10000000,Kolkata Knight Riders,2014,Overseas,1.0,5,True
Pat Cummins,Bowler,45000000,Delhi Daredevils,2017,Overseas,4.5,5,True
Pavan Deshpande,All-Rounder,2000000,Royal Challengers Bangalore,2018,Indian,0.2,2,True
Pavan Deshpande,All-Rounder,2000000,Royal Challengers Bangalore,2020,Indian,0.2,2,True
Pawan Negi,Bowler,1000000,Chennai Super Kings,2014,Indian,0.1,5,True
Pawan Negi,All-Rounder,85000000,Delhi Daredevils,2016,Indian,8.5,5,True
Pawan Negi,All-Rounder,10000000,Royal Challengers Bangalore,2017,Indian,1.0,5,True
Pawan Negi,All-Rounder,10000000,Royal Challengers Bangalore,2018,Indian,1.0,5,True
Pawan Negi,All-Rounder,5000000,Kolkata Knight Riders,2021,Indian,0.5,5,True
Pawan Suyal,Bowler,1000000,Mumbai Indians,2014,Indian,0.1,2,True
Pawan Suyal,Bowler,1000000,Delhi Daredevils,2016,Indian,0.1,2,True
Peter Handscomb,Wicket Keeper,3000000,Rising Pune Supergiant,2016,Overseas,0.3,1,False
Philip Hughes,Batsman,7500000,Mumbai Indians,2013,Overseas,0.75,1,False
Piyush Chawla,Bowler,42500000,Kolkata Knight Riders,2014,Indian,4.25,4,True
Piyush Chawla,Bowler,42000000,Kolkata Knight Riders,2018,Indian,4.2,4,True
Piyush Chawla,Bowler,67500000,Chennai Super Kings,2020,Indian,6.75,4,True
Piyush Chawla,Bowler,24000000,Mumbai Indians,2021,Indian,2.4,4,True
Prabhsimran Singh,Wicket Keeper,48000000,Kings XI Punjab,2019,Indian,4.8,3,True
Prabhsimran Singh,Wicket Keeper,5500000,Kings XI Punjab,2020,Indian,0.55,3,True
Prabhsimran Singh,Wicket Keeper,6000000,Punjab Kings,2022,Indian,0.6,3,True
Pradeep Sangwan,All-Rounder,2000000,Gujarat Lions,2016,Indian,0.2,3,True
Pradeep Sangwan,Bowler,15000000,Mumbai Indians,2018,Indian,1.5,3,True
Pradeep Sangwan,All-Rounder,2000000,Gujarat Titans,2022,Indian,0.2,3,True
Pragyan Ojha,Bowler,32500000,Mumbai Indians,2014,Indian,3.25,2,True
Pragyan Ojha,Bowler,5000000,Mumbai Indians,2015,Indian,0.5,2,True
Prasanth Padmanabhan,All-Rounder,1000000,Sunrisers Hyderabad,2015,Indian,0.1,1,False
Prasanth Parameswaran,Bowler,3000000,Sunrisers Hyderabad,2014,Indian,0.3,1,False
Prashant Chopra,Wicket Keeper,2000000,Rajasthan Royals,2018,Indian,0.2,1,False
Prashant Solanki,Bowler,12000000,Chennai Super Kings,2022,Indian,1.2,1,False
Prasidh Krishna,Bowler,100000000,Rajasthan Royals,2022,Indian,10.0,1,False
Pratham Singh,All-Rounder,1000000,Gujarat Lions,2017,Indian,0.1,2,True
Pratham Singh,Batsman,2000000,Kolkata Knight Riders,2022,Indian,0.2,2,True
Pratyush Singh,All-Rounder,1000000,Chennai Super Kings,2015,Indian,0.1,2,True
Pratyush Singh,All-Rounder,1000000,Delhi Daredevils,2016,Indian,0.1,2,True
Praveen Dubey,All-Rounder,3500000,Royal Challengers Bangalore,2016,Indian,0.35,2,True
Praveen Dubey,All-Rounder,1000000,Royal Challengers Bangalore,2017,Indian,0.1,2,True
Praveen Kumar,Bowler,22000000,Sunrisers Hyderabad,2015,Indian,2.2,2,True
Praveen Kumar,Bowler,35000000,Gujarat Lions,2016,Indian,3.5,2,True
Pravin Dubey,All-Rounder,5000000,Delhi Capitals,2022,Indian,0.5,1,False
Pravin Tambe,Bowler,1000000,Rajasthan Royals,2014,Indian,0.1,4,True
Pravin Tambe,Bowler,2000000,Gujarat Lions,2016,Indian,0.2,4,True
Pravin Tambe,Bowler,1000000,Sunrisers Hyderabad,2017,Indian,0.1,4,True
Pravin Tambe,Bowler,2000000,Kolkata Knight Riders,2020,Indian,0.2,4,True
Prayas Ray Barman,All-Rounder,15000000,Royal Challengers Bangalore,2019,Indian,1.5,1,False
Prerak Mankad,All-Rounder,2000000,Punjab Kings,2022,Indian,0.2,1,False
Prince Balwant Rai Singh,All-Rounder,2000000,Mumbai Indians,2020,Indian,0.2,1,False
Prithvi Raj Yarra,Bowler,2000000,Kolkata Knight Riders,2019,Indian,0.2,1,False
Prithvi Shaw,Batsman,12000000,Delhi Daredevils,2018,Indian,1.2,1,False
Priyam Garg,Batsman,19000000,Sunrisers Hyderabad,2020,Indian,1.9,2,True
Priyam Garg,Batsman,2000000,Sunrisers Hyderabad,2022,Indian,0.2,2,True
Quinton De Kock,Wicket Keeper,1500000,Sunrisers Hyderabad,2013,Overseas,0.15,4,True
Quinton De Kock,Wicket Keeper,35000000,Delhi Daredevils,2014,Overseas,3.5,4,True
Quinton De Kock,Wicket Keeper,28000000,Royal Challengers Bangalore,2018,Overseas,2.8,4,True
Quinton De Kock,Wicket Keeper,67500000,Lucknow Super Giants,2022,Overseas,6.75,4,True
R Samarth,Batsman,2000000,Sunrisers Hyderabad,2022,Indian,0.2,1,False
R. Ashwin,All-Rounder,50000000,Rajasthan Royals,2022,Indian,5.0,1,False
R. Sai Kishore,Bowler,2000000,Chennai Super Kings,2020,Indian,0.2,2,True
R. Sai Kishore,Bowler,30000000,Gujarat Titans,2022,Indian,3.0,2,True
R. Sanjay Yadav,All-Rounder,1000000,Kolkata Knight Riders,2017,Indian,0.1,1,False
Rahul Ajay Tripathi,All-Rounder,1000000,Rising Pune Supergiant,2017,Indian,0.1,1,False
Rahul Buddhi,Batsman,2000000,Mumbai Indians,2022,Indian,0.2,1,False
Rahul Chahar,Bowler,1000000,Rising Pune Supergiant,2017,Indian,0.1,3,True
Rahul Chahar,Bowler,19000000,Mumbai Indians,2018,Indian,1.9,3,True
Rahul Chahar,Bowler,52500000,Punjab Kings,2022,Indian,5.25,3,True
Rahul Sharma,Bowler,19000000,Delhi Daredevils,2014,Indian,1.9,2,True
Rahul Sharma,Bowler,3000000,Chennai Super Kings,2015,Indian,0.3,2,True
Rahul Shukla,Bowler,4000000,Delhi Daredevils,2014,Indian,0.4,1,False
Rahul Tewatia,All-Rounder,1000000,Rajasthan Royals,2014,Indian,0.1,4,True
Rahul Tewatia,All-Rounder,2500000,Kings XI Punjab,2017,Indian,0.25,4,True
Rahul Tewatia,All-Rounder,30000000,Delhi Daredevils,2018,Indian,3.0,4,True
Rahul Tewatia,All-Rounder,90000000,Gujarat Titans,2022,Indian,9.0,4,True
Rahul Tripathi,Batsman,34000000,Rajasthan Royals,2018,Indian,3.4,3,True
Rahul Tripathi,Batsman,6000000,Kolkata Knight Riders,2020,Indian,0.6,3,True
Rahul Tripathi,Batsman,85000000,Sunrisers Hyderabad,2022,Indian,8.5,3,True
Raj Angad Bawa,All-Rounder,20000000,Punjab Kings,2022,Indian,2.0,1,False
Rajagopal Sathish,All-Rounder,2000000,Kolkata Knight Riders,2016,Indian,0.2,1,False
Rajat Bhatia,All-Rounder,17000000,Rajasthan Royals,2014,Indian,1.7,2,True
Rajat Bhatia,All-Rounder,6000000,Rising Pune Supergiant,2016,Indian,0.6,2,True
Rajat Patidar,Batsman,2000000,Royal Challengers Bangalore,2021,Indian,0.2,1,False
Rajvardhan Hangargekar,All-Rounder,15000000,Chennai Super Kings,2022,Indian,1.5,1,False
Ramandeep Singh,All-Rounder,2000000,Mumbai Indians,2022,Indian,0.2,1,False
Ramesh Kumar,Batsman,2000000,Kolkata Knight Riders,2022,Indian,0.2,1,False
Ranganath Vinay Kumar,Bowler,28000000,Kolkata Knight Riders,2014,Indian,2.8,2,True
Ranganath Vinay Kumar,Bowler,10000000,Kolkata Knight Riders,2018,Indian,1.0,2,True
Rashid Khan Arman,Bowler,40000000,Sunrisers Hyderabad,2017,Overseas,4.0,2,True
Rashid Khan Arman,Bowler,90000000,Sunrisers Hyderabad,2018,Overseas,9.0,2,True
Rasikh Dar,Bowler,2000000,Mumbai Indians,2019,Indian,0.2,2,True
Rasikh Dar,Bowler,2000000,Kolkata Knight Riders,2022,Indian,0.2,2,True
Rassie Van Der Dussen,Batsman,10000000,Rajasthan Royals,2022,Overseas,1.0,1,False
Ravi Bishnoi,Bowler,20000000,Kings XI Punjab,2020,Indian,2.0,1,False
Ravi Bopara,All-Rounder,10000000,Sunrisers Hyderabad,2015,Indian,1.0,1,False
Ravi Rampaul,Bowler,21750000,Royal Challengers Bangalore,2013,Overseas,2.175,2,True
Ravi Rampaul,Bowler,9000000,Royal Challengers Bangalore,2014,Overseas,0.9,2,True
Ravichandran Ashwin,All-Rounder,76000000,Kings XI Punjab,2018,Overseas,7.6,1,False
Ricky Bhui,Batsman,1000000,Sunrisers Hyderabad,2014,Overseas,0.1,2,True
Ricky Bhui,Batsman,2000000,Sunrisers Hyderabad,2018,Overseas,0.2,2,True
Ricky Ponting,Batsman,30000000,Mumbai Indians,2013,Overseas,3.0,1,False
Riley Meredith,Bowler,80000000,Punjab Kings,2021,Overseas,8.0,2,True
Riley Meredith,Bowler,10000000,Mumbai Indians,2022,Overseas,1.0,2,True
Rinku Singh,Batsman,1000000,Kings XI Punjab,2017,Indian,0.1,3,True
Rinku Singh,Batsman,8000000,Kolkata Knight Riders,2018,Indian,0.8,3,True
Rinku Singh,Batsman,5500000,Kolkata Knight Riders,2022,Indian,0.55,3,True
Ripal Patel,All-Rounder,2000000,Delhi Capitals,2021,Indian,0.2,2,True
Ripal Patel,All-Rounder,2000000,Delhi Capitals,2022,Indian,0.2,2,True
Rishabh Pant,Wicket Keeper,19000000,Delhi Daredevils,2016,Indian,1.9,1,False
Rishi Dhawan,All-Rounder,30000000,Kings XI Punjab,2014,Indian,3.0,3,True
Rishi Dhawan,All-Rounder,5500000,Kolkata Knight Riders,2017,Indian,0.55,3,True
Rishi Dhawan,All-Rounder,5500000,Punjab Kings,2022,Indian,0.55,3,True
Riyan Parag,All-Rounder,2000000,Rajasthan Royals,2019,Indian,0.2,2,True
Riyan Parag,All-Rounder,38000000,Rajasthan Royals,2022,Indian,3.8,2,True
Robin Uthappa,Batsman,50000000,Kolkata Knight Riders,2014,Indian,5.0,4,True
Robin Uthappa,Batsman,64000000,Kolkata Knight Riders,2018,Indian,6.4,4,True
Robin Uthappa,Batsman,30000000,Rajasthan Royals,2020,Indian,3.0,4,True
Robin Uthappa,Batsman,20000000,Chennai Super Kings,2022,Indian,2.0,4,True
Romario Shepherd,All-Rounder,77500000,Sunrisers Hyderabad,2022,Overseas,7.75,1,False
Ronit More,Bowler,1000000,Chennai Super Kings,2014,Indian,0.1,1,False
Ross Taylor,Batsman,20000000,Delhi Daredevils,2014,Overseas,2.0,1,False
Rovman Powell,All-Rounder,3000000,Kolkata Knight Riders,2017,Overseas,0.3,2,True
Rovman Powell,Batsman,28000000,Delhi Capitals,2022,Overseas,2.8,2,True
Rudra Pratap Singh,Bowler,30000000,Royal Challengers Bangalore,2013,Indian,3.0,2,True
Rudra Pratap Singh,Bowler,3000000,Rising Pune Supergiant,2016,Indian,0.3,2,True
Ruturaj Gaikwad,Batsman,2000000,Chennai Super Kings,2019,Indian,0.2,1,False
Ryan McLaren,Bowler,3750000,Kolkata Knight Riders,2013,Overseas,0.375,1,False
Ryan Ten Doeschate,All-Rounder,10000000,Kolkata Knight Riders,2014,Overseas,1.0,1,False
Sachin Baby,Batsman,1000000,Royal Challengers Bangalore,2016,Indian,0.1,3,True
Sachin Baby,Batsman,2000000,Sunrisers Hyderabad,2018,Indian,0.2,3,True
Sachin Baby,Batsman,2000000,Royal Challengers Bangalore,2021,Indian,0.2,3,True
Sachin Rana,Bowler,2000000,Royal Challengers Bangalore,2014,Indian,0.2,1,False
Sachithra Senanayaka,All-Rounder,46875000,Kolkata Knight Riders,2013,Overseas,4.6875,1,False
Sagar Trivedi,All-Rounder,1000000,Rajasthan Royals,2015,Indian,0.1,1,False
Sam Billings,Wicket Keeper,3000000,Delhi Daredevils,2016,Overseas,0.3,4,True
Sam Billings,Wicket Keeper,10000000,Chennai Super Kings,2018,Overseas,1.0,4,True
Sam Billings,Wicket Keeper,20000000,Delhi Capitals,2021,Overseas,2.0,4,True
Sam Billings,Wicket Keeper,20000000,Kolkata Knight Riders,2022,Overseas,2.0,4,True
Sam Curran,All-Rounder,72000000,Kings XI Punjab,2019,Overseas,7.2,2,True
Sam Curran,All-Rounder,55000000,Chennai Super Kings,2020,Overseas,5.5,2,True
Samuel Badree,Bowler,3000000,Chennai Super Kings,2014,Overseas,0.3,2,True
Samuel Badree,Bowler,5000000,Royal Challengers Bangalore,2016,Overseas,0.5,2,True
Sandeep Bavanaka,All-Rounder,2000000,Sunrisers Hyderabad,2020,Overseas,0.2,1,False
Sandeep Lamichhane,Bowler,2000000,Delhi Daredevils,2018,Overseas,0.2,1,False
Sandeep Sharma,Bowler,8500000,Kings XI Punjab,2014,Indian,0.85,3,True
Sandeep Sharma,Bowler,30000000,Sunrisers Hyderabad,2018,Indian,3.0,3,True
Sandeep Sharma,Bowler,5000000,Punjab Kings,2022,Indian,0.5,3,True
Sandeep Warrier,Bowler,1000000,Royal Challengers Bangalore,2014,Indian,0.1,1,False
Sanjay Yadav,All-Rounder,2000000,Sunrisers Hyderabad,2020,Indian,0.2,2,True
Sanjay Yadav,All-Rounder,5000000,Mumbai Indians,2022,Indian,0.5,2,True
Sanju Samson,Wicket Keeper,42000000,Delhi Daredevils,2016,Indian,4.2,2,True
Sanju Samson,Wicket Keeper,80000000,Rajasthan Royals,2018,Indian,8.0,2,True
Sarabjit Ladda,Bowler,1000000,Gujarat Lions,2016,Indian,0.1,1,False
Sarfaraz Khan,All-Rounder,2000000,Delhi Capitals,2022,Indian,0.2,1,False
Sarfaraz Naushad Khan,Batsman,5000000,Royal Challengers Bangalore,2015,Indian,0.5,2,True
Sarfaraz Naushad Khan,All-Rounder,2500000,Kings XI Punjab,2019,Indian,0.25,2,True
Saurabh Dubey,Bowler,2000000,Sunrisers Hyderabad,2022,Indian,0.2,1,False
Saurabh Kumar,Bowler,1000000,Rising Pune Supergiant,2017,Indian,0.1,2,True
Saurabh Kumar,All-Rounder,2000000,Punjab Kings,2021,Indian,0.2,2,True
Saurabh Tiwary,Batsman,7000000,Delhi Daredevils,2014,Indian,0.7,4,True
Saurabh Tiwary,Batsman,3000000,Mumbai Indians,2017,Indian,0.3,4,True
Saurabh Tiwary,Batsman,8000000,Mumbai Indians,2018,Indian,0.8,4,True
Saurabh Tiwary,Batsman,5000000,Mumbai Indians,2020,Indian,0.5,4,True
Sayan Ghosh,Bowler,1000000,Kolkata Knight Riders,2017,Indian,0.1,2,True
Sayan Ghosh,Bowler,2000000,Delhi Daredevils,2018,Indian,0.2,2,True
Sayan Sekhar Mandal,All-Rounder,1000000,Kolkata Knight Riders,2014,Indian,0.1,1,False
Scott Boland,Bowler,5000000,Rising Pune Supergiant,2016,Overseas,0.5,1,False
Sean Abbott,Bowler,10000000,Royal Challengers Bangalore,2015,Overseas,1.0,2,True
Sean Abbott,Bowler,24000000,Sunrisers Hyderabad,2022,Overseas,2.4,2,True
Shadab Jakati,Bowler,2000000,Royal Challengers Bangalore,2014,Indian,0.2,2,True
Shadab Jakati,All-Rounder,2000000,Gujarat Lions,2016,Indian,0.2,2,True
Shahbaz Ahamad,Wicket Keeper,2000000,Royal Challengers Bangalore,2020,Indian,0.2,2,True
Shahbaz Ahamad,All-Rounder,24000000,Royal Challengers Bangalore,2022,Indian,2.4,2,True
Shahbaz Nadeem,Bowler,8500000,Delhi Daredevils,2014,Indian,0.85,3,True
Shahbaz Nadeem,Bowler,32000000,Delhi Daredevils,2018,Indian,3.2,3,True
Shahbaz Nadeem,Bowler,5000000,Lucknow Super Giants,2022,Indian,0.5,3,True
Shahrukh Khan,All-Rounder,52500000,Punjab Kings,2021,Indian,5.25,2,True
Shahrukh Khan,All-Rounder,90000000,Punjab Kings,2022,Indian,9.0,2,True
Shakib Al Hasan,All-Rounder,28000000,Kolkata Knight Riders,2014,Overseas,2.8,3,True
Shakib Al Hasan,All-Rounder,20000000,Sunrisers Hyderabad,2018,Overseas,2.0,3,True
Shakib Al Hasan,All-Rounder,32000000,Kolkata Knight Riders,2021,Overseas,3.2,3,True
Shane Watson,All-Rounder,95000000,Royal Challengers Bangalore,2016,Overseas,9.5,2,True
Shane Watson,All-Rounder,40000000,Chennai Super Kings,2018,Overseas,4.0,2,True
Sharad Lumba,Batsman,2000000,Mumbai Indians,2018,Indian,0.2,1,False
Shardul Thakur,Bowler,2000000,Kings XI Punjab,2014,Indian,0.2,3,True
Shardul Thakur,Bowler,26000000,Chennai Super Kings,2018,Indian,2.6,3,True
Shardul Thakur,Bowler,107500000,Delhi Capitals,2022,Indian,10.75,3,True
Shashank Singh,All-Rounder,1000000,Delhi Daredevils,2017,Indian,0.1,3,True
Shashank Singh,All-Rounder,3000000,Rajasthan Royals,2019,Indian,0.3,3,True
Shashank Singh,All-Rounder,2000000,Sunrisers Hyderabad,2022,Indian,0.2,3,True
Shaun Marsh,Batsman,22000000,Kings XI Punjab,2014,Overseas,2.2,1,False
Sheldon Cottrell,Bowler,85000000,Kings XI Punjab,2020,Overseas,8.5,1,False
Sheldon Jackson,Batsman,1500000,Kolkata Knight Riders,2015,Indian,0.15,3,True
Sheldon Jackson,Wicket Keeper,2000000,Kolkata Knight Riders,2021,Indian,0.2,3,True
Sheldon Jackson,Wicket Keeper,6000000,Kolkata Knight Riders,2022,Indian,0.6,3,True
Shelley Shaurya,Bowler,1000000,Gujarat Lions,2017,Indian,0.1,1,False
Sherfane Rutherford,All-Rounder,20000000,Delhi Capitals,2019,Overseas,2.0,2,True
Sherfane Rutherford,All-Rounder,10000000,Royal Challengers Bangalore,2022,Overseas,1.0,2,True
Shikhar Dhawan,Batsman,52000000,Sunrisers Hyderabad,2018,Indian,5.2,2,True
Shikhar Dhawan,Batsman,82500000,Punjab Kings,2022,Indian,8.25,2,True
Shimron Hetmyer,Batsman,42000000,Royal Challengers Bangalore,2019,Overseas,4.2,3,True
Shimron Hetmyer,Batsman,77500000,Delhi Capitals,2020,Overseas,7.75,3,True
Shimron Hetmyer,Batsman,85000000,Rajasthan Royals,2022,Overseas,8.5,3,True
Shishir Bhavane,Batsman,1000000,Royal Challengers Bangalore,2015,Indian,0.1,1,False
Shivam Dube,All-Rounder,50000000,Royal Challengers Bangalore,2019,Indian,5.0,3,True
Shivam Dube,All-Rounder,44000000,Rajasthan Royals,2021,Indian,4.4,3,True
Shivam Dube,All-Rounder,40000000,Chennai Super Kings,2022,Indian,4.0,3,True
Shivam Mavi,All-Rounder,30000000,Kolkata Knight Riders,2018,Indian,3.0,2,True
Shivam Mavi,All-Rounder,72500000,Kolkata Knight Riders,2022,Indian,7.25,2,True
Shivam Sharma,Bowler,1000000,Kings XI Punjab,2014,Indian,0.1,1,False
Shivil Kaushik,Bowler,1000000,Gujarat Lions,2016,Indian,0.1,1,False
Shreevats Goswami,Wicket Keeper,10000000,Sunrisers Hyderabad,2018,Indian,1.0,1,False
Shreyas Gopal,Bowler,1000000,Mumbai Indians,2014,Indian,0.1,3,True
Shreyas Gopal,All-Rounder,2000000,Rajasthan Royals,2018,Indian,0.2,3,True
Shreyas Gopal,Bowler,7500000,Sunrisers Hyderabad,2022,Indian,0.75,3,True
Shreyas Iyer,Batsman,26000000,Delhi Daredevils,2015,Indian,2.6,2,True
Shreyas Iyer,Batsman,122500000,Kolkata Knight Riders,2022,Indian,12.25,2,True
Shrikant Mundhe,All-Rounder,2000000,Kolkata Knight Riders,2019,Indian,0.2,1,False
Shubam Agrawal,All-Rounder,1000000,Gujarat Lions,2017,Indian,0.1,1,False
Shubham Garhwal,All-Rounder,2000000,Rajasthan Royals,2022,Indian,0.2,1,False
Shubham Ranjane,All-Rounder,2000000,Rajasthan Royals,2019,Indian,0.2,1,False
Shubman Gill,Batsman,18000000,Kolkata Knight Riders,2018,Indian,1.8,1,False
Siddarth Kaul,Bowler,4500000,Delhi Daredevils,2014,Indian,0.45,3,True
Siddarth Kaul,Bowler,1000000,Sunrisers Hyderabad,2015,Indian,0.1,3,True
Siddarth Kaul,Bowler,38000000,Sunrisers Hyderabad,2018,Indian,3.8,3,True
Siddharth Kaul,Bowler,7500000,Royal Challengers Bangalore,2022,Indian,0.75,1,False
Siddhesh Dinesh Lad,All-Rounder,1000000,Mumbai Indians,2015,Indian,0.1,2,True
Siddhesh Dinesh Lad,Batsman,2000000,Mumbai Indians,2018,Indian,0.2,2,True
Simarjeet Singh,Bowler,2000000,Chennai Super Kings,2022,Indian,0.2,1,False
Srikkanth Anirudha,Batsman,2000000,Sunrisers Hyderabad,2014,Indian,0.2,1,False
Steven Smith,All-Rounder,40000000,Rajasthan Royals,2014,Overseas,4.0,2,True
Steven Smith,Batsman,22000000,Delhi Capitals,2021,Overseas,2.2,2,True
Stuart Binny,All-Rounder,20000000,Royal Challengers Bangalore,2016,Indian,2.0,2,True
Stuart Binny,All-Rounder,5000000,Rajasthan Royals,2018,Indian,0.5,2,True
Subhranshu Senapati,Batsman,2000000,Chennai Super Kings,2022,Indian,0.2,1,False
Subramaniam Badrinath,Batsman,3000000,Royal Challengers Bangalore,2015,Indian,0.3,1,False
Sudeep Tyagi,Bowler,7500000,Sunrisers Hyderabad,2013,Indian,0.75,1,False
Sumit Narwal,All-Rounder,1000000,Kolkata Knight Riders,2015,Indian,0.1,1,False
Suryakumar Yadav,Batsman,7000000,Kolkata Knight Riders,2014,Indian,0.7,2,True
Suryakumar Yadav,Batsman,32000000,Mumbai Indians,2018,Indian,3.2,2,True
Sushant Marathe,Wicket Keeper,1000000,Mumbai Indians,2014,Indian,0.1,1,False
Suyash Prabhudesai,All-Rounder,2000000,Royal Challengers Bangalore,2021,Indian,0.2,1,False
Suyash Prabhudessai,All-Rounder,3000000,Royal Challengers Bangalore,2022,Indian,0.3,1,False
Swapnil Singh,All-Rounder,1000000,Kings XI Punjab,2016,Indian,0.1,1,False
Syed Khaleel Ahmed,All-Rounder,1000000,Delhi Daredevils,2016,Indian,0.1,3,True
Syed Khaleel Ahmed,Bowler,30000000,Sunrisers Hyderabad,2018,Indian,3.0,3,True
Syed Khaleel Ahmed,Bowler,52500000,Delhi Capitals,2022,Indian,5.25,3,True
Syed Mehdi Hasan,All-Rounder,2000000,Sunrisers Hyderabad,2018,Indian,0.2,1,False
T Natarajan,Bowler,30000000,Kings XI Punjab,2017,Indian,3.0,2,True
T Natarajan,Bowler,4000000,Sunrisers Hyderabad,2018,Indian,0.4,2,True
T. Natarajan,Bowler,40000000,Sunrisers Hyderabad,2022,Indian,4.0,1,False
Tajinder Dhillon,All-Rounder,5500000,Mumbai Indians,2018,Indian,0.55,2,True
Tajinder Dhillon,All-Rounder,2000000,Kings XI Punjab,2020,Indian,0.2,2,True
Tanmay Agarwal,Batsman,1000000,Sunrisers Hyderabad,2017,Indian,0.1,2,True
Tanmay Agarwal,Batsman,2000000,Sunrisers Hyderabad,2018,Indian,0.2,2,True
Tanmay Mishra,Batsman,1000000,Royal Challengers Bangalore,2014,Indian,0.1,1,False
Tejas Baroka,Bowler,2000000,Rajasthan Royals,2022,Indian,0.2,1,False
Tejas Singh Baroka,Bowler,1000000,Gujarat Lions,2017,Indian,0.1,1,False
Thisara Perera,All-Rounder,50625000,Sunrisers Hyderabad,2013,Overseas,5.0625,3,True
Thisara Perera,All-Rounder,16000000,Kings XI Punjab,2014,Overseas,1.6,3,True
Thisara Perera,All-Rounder,10000000,Rising Pune Supergiant,2016,Overseas,1.0,3,True
Tim David,All-Rounder,82500000,Mumbai Indians,2022,Overseas,8.25,1,False
Tim Seifert,Wicket Keeper,5000000,Delhi Capitals,2022,Overseas,0.5,1,False
Tim Southee,Bowler,12000000,Rajasthan Royals,2014,Overseas,1.2,4,True
Tim Southee,Bowler,25000000,Mumbai Indians,2016,Overseas,2.5,4,True
Tim Southee,Bowler,10000000,Royal Challengers Bangalore,2018,Overseas,1.0,4,True
Tim Southee,Bowler,15000000,Kolkata Knight Riders,2022,Overseas,1.5,4,True
Tirumalasetti Suman,Batsman,1000000,Sunrisers Hyderabad,2016,Indian,0.1,1,False
Tom Banton,Batsman,10000000,Kolkata Knight Riders,2020,Overseas,1.0,1,False
Tom Curran,All-Rounder,10000000,Rajasthan Royals,2020,Overseas,1.0,2,True
Tom Curran,All-Rounder,52500000,Delhi Capitals,2021,Overseas,5.25,2,True
Travis Head,Batsman,3000000,Delhi Daredevils,2015,Overseas,0.3,2,True
Travis Head,Batsman,5000000,Royal Challengers Bangalore,2016,Overseas,0.5,2,True
Trent Boult,Bowler,38000000,Sunrisers Hyderabad,2015,Overseas,3.8,4,True
Trent Boult,Bowler,50000000,Kolkata Knight Riders,2017,Overseas,5.0,4,True
Trent Boult,Bowler,22000000,Delhi Daredevils,2018,Overseas,2.2,4,True
Trent Boult,Bowler,80000000,Rajasthan Royals,2022,Overseas,8.0,4,True
Tushar Deshpande,Bowler,2000000,Delhi Capitals,2020,Indian,0.2,2,True
Tushar Deshpande,Bowler,2000000,Chennai Super Kings,2022,Indian,0.2,2,True
Tymal Mills,Bowler,120000000,Royal Challengers Bangalore,2017,Overseas,12.0,2,True
Tymal Mills,Bowler,15000000,Mumbai Indians,2022,Overseas,1.5,2,True
Umang Sharma,Batsman,1000000,Gujarat Lions,2016,Indian,0.1,1,False
Umesh Yadav,Bowler,26000000,Kolkata Knight Riders,2014,Indian,2.6,4,True
Umesh Yadav,Bowler,42000000,Royal Challengers Bangalore,2018,Indian,4.2,4,True
